Codice Provincia Storico,categoria,Reato,Codice Provincia,Provincia,ANNO,Totale,Codice Regione,Denominazione Provincia,Sigla automobilistica,Codice NUTS2 2021 (3),Codice NUTS3 2021,Totale Maschi,Totale Femmine,Totale Popolazione,ratio
001,ATTENTATI,01.0 ATTENTATI,201,TORINO,2017,9,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.405550
001,STRAGE,02.0 STRAGE,201,TORINO,2017,1,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.045061
001,OMICIDI VOLONTARI CONSUMATI,03.0 OMICIDI VOLONTARI CONSUMATI,201,TORINO,2017,10,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.450612
001,TENTATI OMICIDI,05.0 TENTATI OMICIDI,201,TORINO,2017,44,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,1.982691
001,TENTATI OMICIDI,05.a Tentato omicidio a scopo di furto o rapina,201,TORINO,2017,3,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.135183
001,OMICIDIO PRETERINTENZIONALE,06.0 OMICIDIO PRETERINTENZIONALE,201,TORINO,2017,1,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.045061
001,OMICIDI COLPOSI,07.0 OMICIDI COLPOSI,201,TORINO,2017,28,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,1.261713
001,OMICIDI COLPOSI,07.a Omicidio da incidente stradale,201,TORINO,2017,23,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,1.036407
001,LESIONI DOLOSE,08.0 LESIONI DOLOSE,201,TORINO,2017,2691,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,121.259586
001,PERCOSSE,09.0 PERCOSSE,201,TORINO,2017,537,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,24.197844
001,MINACCE,10.0 MINACCE,201,TORINO,2017,2930,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,132.029203
001,INGIURIE,11.0 INGIURIE,201,TORINO,2017,50,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,2.253058
001,VIOLENZE SESSUALI,12.0 VIOLENZE SESSUALI,201,TORINO,2017,198,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,8.922110
001,VIOLENZE SESSUALI,12.a Violenza sessuale su maggiori di anni 14,201,TORINO,2017,185,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,8.336315
001,VIOLENZE SESSUALI,12.b Violenza sessuale in danno di minori di anni 14,201,TORINO,2017,12,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.540734
001,ATTI SESSUALI CON MINORENNE,13.0 ATTI SESSUALI CON MINORENNE,201,TORINO,2017,13,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.585795
001,CORRUZIONE DI MINORENNE,14.0 CORRUZIONE DI MINORENNE,201,TORINO,2017,2,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.090122
001,FURTI,15.0 FURTI,201,TORINO,2017,64196,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,2892.746325
001,FURTI,15.a Furto con strappo,201,TORINO,2017,1300,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,58.579510
001,FURTI,15.b Furto con destrezza,201,TORINO,2017,13937,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,628.017408
001,FURTI,15.d Furti in abitazione,201,TORINO,2017,9754,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,439.526569
001,FURTI,15.e Furti in esercizi commerciali,201,TORINO,2017,4448,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,200.432046
001,FURTI,15.f Furti su auto in sosta,201,TORINO,2017,11235,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,506.262150
001,FURTI,15.g Furti di opere d'arte e materiale archeologico,201,TORINO,2017,11,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.495673
001,FURTI,15.h Furti di automezzi pesanti trasportanti merci,201,TORINO,2017,42,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,1.892569
001,FURTI,15.i Furti di ciclomotori,201,TORINO,2017,185,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,8.336315
001,FURTI,15.j Furti di motociclo,201,TORINO,2017,432,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,19.466422
001,FURTI,15.k Furti di autovetture,201,TORINO,2017,4790,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,215.842964
001,RICETTAZIONE,16.0 RICETTAZIONE,201,TORINO,2017,901,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,40.600107
001,RAPINE,17.0 RAPINE,201,TORINO,2017,1986,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,89.491467
001,RAPINE,17.a Rapine in abitazione,201,TORINO,2017,116,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,5.227095
001,RAPINE,17.b Rapine in banca,201,TORINO,2017,36,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,1.622202
001,RAPINE,17.c Rapine in uffici postali,201,TORINO,2017,6,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.270367
001,RAPINE,17.d Rapine in esercizi commerciali,201,TORINO,2017,306,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,13.788715
001,RAPINE,17.h Rapine in pubblica via,201,TORINO,2017,1228,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,55.335106
001,ESTORSIONI,18.0 ESTORSIONI,201,TORINO,2017,304,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,13.698593
001,USURA,19.0 USURA,201,TORINO,2017,13,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.585795
001,SEQUESTRI DI PERSONA,20.0 SEQUESTRI DI PERSONA,201,TORINO,2017,39,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,1.757385
001,SEQUESTRI DI PERSONA,20.a Sequestri di persona a scopo estorsivo,201,TORINO,2017,8,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.360489
001,SEQUESTRI DI PERSONA,20.b Sequestri di persona per motivi sessuali,201,TORINO,2017,5,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.225306
001,ASSOCIAZIONE PER DELINQUERE,21.0 ASSOCIAZIONE PER DELINQUERE,201,TORINO,2017,33,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,1.487018
001,ASSOCIAZIONE DI TIPO MAFIOSO,22.0 ASSOCIAZIONE DI TIPO MAFIOSO,201,TORINO,2017,1,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.045061
001,RICICLAGGIO E IMPIEGO DI DENARO,23.0 RICICLAGGIO E IMPIEGO DI DENARO,201,TORINO,2017,49,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,2.207997
001,TRUFFE E FRODI INFORMATICHE,24.0 TRUFFE E FRODI INFORMATICHE,201,TORINO,2017,7964,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,358.867090
001,INCENDI,25.0 INCENDI,201,TORINO,2017,212,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,9.552966
001,INCENDI,25.a Incendi boschivi,201,TORINO,2017,93,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,4.190688
001,DANNEGGIAMENTI,26.0 DANNEGGIAMENTI,201,TORINO,2017,26160,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,1178.799985
001,DANNEGGIAMENTO SEGUITO DA INCENDIO,27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO,201,TORINO,2017,323,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,14.554755
001,STUPEFACENTI,29.0 STUPEFACENTI,201,TORINO,2017,1560,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,70.295412
001,STUPEFACENTI,29.a Produzione e traffico,201,TORINO,2017,76,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,3.424648
001,STUPEFACENTI,29.b Spaccio,201,TORINO,2017,1058,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,47.674709
001,SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE,30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE,201,TORINO,2017,66,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,2.974037
001,SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE,30.a Sfruttamento e favoreggiamento prostituzione minorile,201,TORINO,2017,3,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.135183
001,SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE,30.b Pornografia minorile,201,TORINO,2017,14,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.630856
001,SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE,30.c Detenzione materiale pedopornografico,201,TORINO,2017,9,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.405550
001,SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE,30.d Sfrutt. e favoreggiamento prostituzione non minorile,201,TORINO,2017,37,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,1.667263
001,DELITTI INFORMATICI,31.0 DELITTI INFORMATICI,201,TORINO,2017,402,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,18.114587
001,CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI,32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI,201,TORINO,2017,230,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,10.364067
001,VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE,33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE,201,TORINO,2017,8,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.360489
001,ALTRI DELITTI,34.0 ALTRI DELITTI,201,TORINO,2017,17225,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,776.178507
001,ATTENTATI,01.0 ATTENTATI,201,TORINO,2018,7,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.315428
001,OMICIDI VOLONTARI CONSUMATI,03.0 OMICIDI VOLONTARI CONSUMATI,201,TORINO,2018,10,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.450612
001,TENTATI OMICIDI,05.0 TENTATI OMICIDI,201,TORINO,2018,44,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,1.982691
001,TENTATI OMICIDI,05.a Tentato omicidio a scopo di furto o rapina,201,TORINO,2018,2,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.090122
001,OMICIDIO PRETERINTENZIONALE,06.0 OMICIDIO PRETERINTENZIONALE,201,TORINO,2018,1,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.045061
001,OMICIDI COLPOSI,07.0 OMICIDI COLPOSI,201,TORINO,2018,47,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,2.117875
001,OMICIDI COLPOSI,07.a Omicidio da incidente stradale,201,TORINO,2018,31,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,1.396896
001,OMICIDI COLPOSI,07.b Omicidio da incidente sul lavoro,201,TORINO,2018,1,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.045061
001,LESIONI DOLOSE,08.0 LESIONI DOLOSE,201,TORINO,2018,2632,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,118.600977
001,PERCOSSE,09.0 PERCOSSE,201,TORINO,2018,537,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,24.197844
001,MINACCE,10.0 MINACCE,201,TORINO,2018,2717,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,122.431176
001,VIOLENZE SESSUALI,12.0 VIOLENZE SESSUALI,201,TORINO,2018,215,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,9.688150
001,VIOLENZE SESSUALI,12.a Violenza sessuale su maggiori di anni 14,201,TORINO,2018,198,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,8.922110
001,VIOLENZE SESSUALI,12.b Violenza sessuale in danno di minori di anni 14,201,TORINO,2018,12,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.540734
001,ATTI SESSUALI CON MINORENNE,13.0 ATTI SESSUALI CON MINORENNE,201,TORINO,2018,19,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.856162
001,CORRUZIONE DI MINORENNE,14.0 CORRUZIONE DI MINORENNE,201,TORINO,2018,5,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.225306
001,FURTI,15.0 FURTI,201,TORINO,2018,57995,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,2613.322062
001,FURTI,15.a Furto con strappo,201,TORINO,2018,1258,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,56.686941
001,FURTI,15.b Furto con destrezza,201,TORINO,2018,11657,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,525.277960
001,FURTI,15.d Furti in abitazione,201,TORINO,2018,9475,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,426.954505
001,FURTI,15.e Furti in esercizi commerciali,201,TORINO,2018,4239,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,191.014264
001,FURTI,15.f Furti su auto in sosta,201,TORINO,2018,10247,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,461.741722
001,FURTI,15.g Furti di opere d'arte e materiale archeologico,201,TORINO,2018,6,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.270367
001,FURTI,15.h Furti di automezzi pesanti trasportanti merci,201,TORINO,2018,47,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,2.117875
001,FURTI,15.i Furti di ciclomotori,201,TORINO,2018,144,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,6.488807
001,FURTI,15.j Furti di motociclo,201,TORINO,2018,360,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,16.222018
001,FURTI,15.k Furti di autovetture,201,TORINO,2018,4504,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,202.955471
001,RICETTAZIONE,16.0 RICETTAZIONE,201,TORINO,2018,657,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,29.605183
001,RAPINE,17.0 RAPINE,201,TORINO,2018,1799,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,81.065030
001,RAPINE,17.a Rapine in abitazione,201,TORINO,2018,103,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,4.641300
001,RAPINE,17.b Rapine in banca,201,TORINO,2018,14,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.630856
001,RAPINE,17.c Rapine in uffici postali,201,TORINO,2018,10,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.450612
001,RAPINE,17.d Rapine in esercizi commerciali,201,TORINO,2018,282,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,12.707248
001,RAPINE,17.h Rapine in pubblica via,201,TORINO,2018,1145,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,51.595030
001,RAPINE,17.i Rapine di automezzi pesanti trasportanti merci,201,TORINO,2018,1,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.045061
001,ESTORSIONI,18.0 ESTORSIONI,201,TORINO,2018,384,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,17.303486
001,USURA,19.0 USURA,201,TORINO,2018,6,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.270367
001,SEQUESTRI DI PERSONA,20.0 SEQUESTRI DI PERSONA,201,TORINO,2018,38,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,1.712324
001,SEQUESTRI DI PERSONA,20.a Sequestri di persona a scopo estorsivo,201,TORINO,2018,7,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.315428
001,SEQUESTRI DI PERSONA,20.b Sequestri di persona per motivi sessuali,201,TORINO,2018,5,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.225306
001,ASSOCIAZIONE PER DELINQUERE,21.0 ASSOCIAZIONE PER DELINQUERE,201,TORINO,2018,11,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.495673
001,RICICLAGGIO E IMPIEGO DI DENARO,23.0 RICICLAGGIO E IMPIEGO DI DENARO,201,TORINO,2018,36,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,1.622202
001,TRUFFE E FRODI INFORMATICHE,24.0 TRUFFE E FRODI INFORMATICHE,201,TORINO,2018,9455,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,426.053282
001,INCENDI,25.0 INCENDI,201,TORINO,2018,114,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,5.136972
001,INCENDI,25.a Incendi boschivi,201,TORINO,2018,21,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.946284
001,DANNEGGIAMENTI,26.0 DANNEGGIAMENTI,201,TORINO,2018,24713,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,1113.596485
001,DANNEGGIAMENTO SEGUITO DA INCENDIO,27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO,201,TORINO,2018,219,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,9.868394
001,STUPEFACENTI,29.0 STUPEFACENTI,201,TORINO,2018,1942,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,87.508776
001,STUPEFACENTI,29.a Produzione e traffico,201,TORINO,2018,107,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,4.821544
001,STUPEFACENTI,29.b Spaccio,201,TORINO,2018,1461,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,65.834357
001,STUPEFACENTI,29.c Associazione per produzione o traffico di stupefacenti,201,TORINO,2018,1,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.045061
001,SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE,30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE,201,TORINO,2018,59,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,2.658609
001,SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE,30.a Sfruttamento e favoreggiamento prostituzione minorile,201,TORINO,2018,4,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.180245
001,SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE,30.b Pornografia minorile,201,TORINO,2018,10,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.450612
001,SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE,30.c Detenzione materiale pedopornografico,201,TORINO,2018,9,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.405550
001,SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE,30.d Sfrutt. e favoreggiamento prostituzione non minorile,201,TORINO,2018,33,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,1.487018
001,DELITTI INFORMATICI,31.0 DELITTI INFORMATICI,201,TORINO,2018,512,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,23.071315
001,CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI,32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI,201,TORINO,2018,206,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,9.282599
001,VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE,33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE,201,TORINO,2018,3,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.135183
001,ALTRI DELITTI,34.0 ALTRI DELITTI,201,TORINO,2018,16260,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,732.694486
001,ATTENTATI,01.0 ATTENTATI,201,TORINO,2019,9,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.405550
001,OMICIDI VOLONTARI CONSUMATI,03.0 OMICIDI VOLONTARI CONSUMATI,201,TORINO,2019,12,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.540734
001,TENTATI OMICIDI,05.0 TENTATI OMICIDI,201,TORINO,2019,44,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,1.982691
001,TENTATI OMICIDI,05.a Tentato omicidio a scopo di furto o rapina,201,TORINO,2019,1,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.045061
001,OMICIDI COLPOSI,07.0 OMICIDI COLPOSI,201,TORINO,2019,39,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,1.757385
001,OMICIDI COLPOSI,07.a Omicidio da incidente stradale,201,TORINO,2019,21,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.946284
001,LESIONI DOLOSE,08.0 LESIONI DOLOSE,201,TORINO,2019,2670,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,120.313301
001,PERCOSSE,09.0 PERCOSSE,201,TORINO,2019,491,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,22.125030
001,MINACCE,10.0 MINACCE,201,TORINO,2019,2684,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,120.944158
001,VIOLENZE SESSUALI,12.0 VIOLENZE SESSUALI,201,TORINO,2019,222,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,10.003578
001,VIOLENZE SESSUALI,12.a Violenza sessuale su maggiori di anni 14,201,TORINO,2019,198,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,8.922110
001,VIOLENZE SESSUALI,12.b Violenza sessuale in danno di minori di anni 14,201,TORINO,2019,18,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.811101
001,ATTI SESSUALI CON MINORENNE,13.0 ATTI SESSUALI CON MINORENNE,201,TORINO,2019,14,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.630856
001,CORRUZIONE DI MINORENNE,14.0 CORRUZIONE DI MINORENNE,201,TORINO,2019,3,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.135183
001,FURTI,15.0 FURTI,201,TORINO,2019,51708,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,2330.022540
001,FURTI,15.a Furto con strappo,201,TORINO,2019,1120,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,50.468501
001,FURTI,15.b Furto con destrezza,201,TORINO,2019,10436,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,470.258282
001,FURTI,15.d Furti in abitazione,201,TORINO,2019,8021,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,361.435577
001,FURTI,15.e Furti in esercizi commerciali,201,TORINO,2019,3833,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,172.719432
001,FURTI,15.f Furti su auto in sosta,201,TORINO,2019,8703,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,392.167289
001,FURTI,15.g Furti di opere d'arte e materiale archeologico,201,TORINO,2019,8,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.360489
001,FURTI,15.h Furti di automezzi pesanti trasportanti merci,201,TORINO,2019,36,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,1.622202
001,FURTI,15.i Furti di ciclomotori,201,TORINO,2019,137,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,6.173379
001,FURTI,15.j Furti di motociclo,201,TORINO,2019,274,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,12.346758
001,FURTI,15.k Furti di autovetture,201,TORINO,2019,4067,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,183.263744
001,RICETTAZIONE,16.0 RICETTAZIONE,201,TORINO,2019,571,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,25.729923
001,RAPINE,17.0 RAPINE,201,TORINO,2019,1309,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,58.985060
001,RAPINE,17.a Rapine in abitazione,201,TORINO,2019,76,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,3.424648
001,RAPINE,17.b Rapine in banca,201,TORINO,2019,13,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.585795
001,RAPINE,17.c Rapine in uffici postali,201,TORINO,2019,9,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.405550
001,RAPINE,17.d Rapine in esercizi commerciali,201,TORINO,2019,211,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,9.507905
001,RAPINE,17.h Rapine in pubblica via,201,TORINO,2019,807,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,36.364357
001,RAPINE,17.i Rapine di automezzi pesanti trasportanti merci,201,TORINO,2019,2,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.090122
001,ESTORSIONI,18.0 ESTORSIONI,201,TORINO,2019,346,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,15.591162
001,USURA,19.0 USURA,201,TORINO,2019,8,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.360489
001,SEQUESTRI DI PERSONA,20.0 SEQUESTRI DI PERSONA,201,TORINO,2019,34,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,1.532079
001,SEQUESTRI DI PERSONA,20.a Sequestri di persona a scopo estorsivo,201,TORINO,2019,9,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.405550
001,SEQUESTRI DI PERSONA,20.b Sequestri di persona per motivi sessuali,201,TORINO,2019,5,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.225306
001,ASSOCIAZIONE PER DELINQUERE,21.0 ASSOCIAZIONE PER DELINQUERE,201,TORINO,2019,13,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.585795
001,ASSOCIAZIONE DI TIPO MAFIOSO,22.0 ASSOCIAZIONE DI TIPO MAFIOSO,201,TORINO,2019,4,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,0.180245
001,RICICLAGGIO E IMPIEGO DI DENARO,23.0 RICICLAGGIO E IMPIEGO DI DENARO,201,TORINO,2019,81,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,3.649954
001,TRUFFE E FRODI INFORMATICHE,24.0 TRUFFE E FRODI INFORMATICHE,201,TORINO,2019,11339,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,510.948510
001,INCENDI,25.0 INCENDI,201,TORINO,2019,143,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,6.443746
001,INCENDI,25.a Incendi boschivi,201,TORINO,2019,44,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,1.982691
001,DANNEGGIAMENTI,26.0 DANNEGGIAMENTI,201,TORINO,2019,24174,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,1089.308518
001,DANNEGGIAMENTO SEGUITO DA INCENDIO,27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO,201,TORINO,2019,256,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,11.535657
001,STUPEFACENTI,29.0 STUPEFACENTI,201,TORINO,2019,2227,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,100.351207
001,STUPEFACENTI,29.a Produzione e traffico,201,TORINO,2019,92,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,4.145627
001,STUPEFACENTI,29.b Spaccio,201,TORINO,2019,1749,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,78.811971
001,SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE,30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE,201,TORINO,2019,55,01,Torino,TO,ITC1,ITC11,1074296,1144910,2219206,2.478364
